id,voo_id,codigo_reserva,nome_passageiro,preco,prim_classe,lugar,no_serie
6325,1000,3064,Passageiro 8559,677.24,True,1F,EmbraerE195-0002
6326,106,8860,Passageiro 2235,77.75,False,11C,Boeing737-0006
6327,186,9956,Passageiro 7087,396.84,False,14A,Boeing737-0000
6328,1015,6890,Passageiro 3034,405.63,False,20C,EmbraerE195-0005
6329,726,7638,Passageiro 3828,191.6,False,5B,Boeing737-0003
6330,660,8500,Passageiro 8107,331.25,False,28B,AirbusA320-0001
6331,615,9832,Passageiro 2915,314.89,True,2B,EmbraerE195-0002
6332,465,3708,Passageiro 3165,112.22,False,6D,AirbusA320-0010
6333,537,6891,Passageiro 3189,169.68,False,27B,EmbraerE195-0005
6334,395,5548,Passageiro 3814,376.86,True,2F,EmbraerE195-0008
6335,905,4695,Passageiro 5914,248.16,False,24E,AirbusA320-0001
6336,713,1522,Passageiro 5022,627.65,True,2A,AirbusA320-0004
6337,905,3289,Passageiro 7205,336.69,False,7B,AirbusA320-0001
6338,334,3089,Passageiro 5151,312.96,False,14C,Boeing737-0009
6339,545,1900,Passageiro 5689,281.34,False,29D,Boeing737-0006
6340,719,9701,Passageiro 9985,305.74,False,11A,AirbusA320-0001
6341,402,65,Passageiro 3290,922.55,True,2D,EmbraerE195-0002
6342,491,9517,Passageiro 1797,156.8,False,20D,AirbusA320-0007
6343,864,6145,Passageiro 3842,404.32,False,19F,EmbraerE195-0008
6344,165,9802,Passageiro 1942,287.44,False,20B,AirbusA320-0007
6345,958,5107,Passageiro 3208,238.34,False,10E,AirbusA320-0001
6346,378,2753,Passageiro 9917,342.35,False,12F,EmbraerE195-0008
6347,757,1963,Passageiro 8341,279.43,False,23C,AirbusA320-0001
6348,705,9056,Passageiro 3209,413.32,False,27E,Boeing737-0006
6349,174,8318,Passageiro 4646,282.71,False,10F,AirbusA320-0007
6350,560,36,Passageiro 1964,286.51,False,8C,AirbusA320-0001
6351,349,3703,Passageiro 4269,125.45,False,17F,EmbraerE195-0008
6352,276,2762,Passageiro 2580,191.74,False,9C,AirbusA320-0001
6353,888,9547,Passageiro 7919,338.23,False,29F,EmbraerE195-0008
6354,213,5829,Passageiro 4112,330.33,False,22D,AirbusA320-0004
6355,453,8617,Passageiro 2298,318.07,False,25A,Boeing737-0003
6356,100,1094,Passageiro 2701,205.54,False,28F,AirbusA320-0007
6357,208,7304,Passageiro 5252,748.77,True,1D,EmbraerE195-0008
6358,1035,2991,Passageiro 1087,404.08,False,11A,Boeing737-0000
6359,204,7380,Passageiro 9094,225.27,False,13C,Boeing737-0000
6360,837,8348,Passageiro 8774,210.46,False,7E,Boeing737-0009
6361,361,4661,Passageiro 1406,379.28,False,22A,AirbusA320-0010
6362,506,4873,Passageiro 9737,88.16,False,23A,AirbusA320-0010
6363,284,6011,Passageiro 4835,263.1,False,17D,AirbusA320-0007
6364,1007,6267,Passageiro 9859,347.06,False,7C,AirbusA320-0001
6365,1057,4039,Passageiro 2211,512.0,True,1A,AirbusA320-0007
6366,616,281,Passageiro 3201,489.26,False,26F,EmbraerE195-0002
6367,790,193,Passageiro 1388,826.57,True,2D,AirbusA320-0007
6368,646,2676,Passageiro 5174,260.65,False,8B,Boeing737-0000
6369,834,3944,Passageiro 6689,96.71,False,21C,Boeing737-0000
6370,576,2251,Passageiro 9379,166.03,False,25A,Boeing737-0006
6371,660,4387,Passageiro 3748,496.31,True,3A,AirbusA320-0001
6372,785,6960,Passageiro 6077,434.89,False,10D,EmbraerE195-0005
6373,188,91,Passageiro 9775,385.88,False,17D,EmbraerE195-0008
6374,670,6175,Passageiro 1987,69.45,False,24C,AirbusA320-0010
6375,926,3438,Passageiro 8900,341.77,False,25A,Boeing737-0006
6376,507,5936,Passageiro 9779,235.89,False,7D,Boeing737-0000
6377,880,7623,Passageiro 5928,313.41,False,8D,Boeing737-0009
6378,1042,374,Passageiro 5493,905.45,True,2D,AirbusA320-0001
6379,854,9254,Passageiro 3794,487.75,False,19F,EmbraerE195-0011
6380,969,6638,Passageiro 7640,406.02,False,19C,AirbusA320-0004
6381,308,3292,Passageiro 5457,214.85,False,13D,Boeing737-0006
6382,359,2433,Passageiro 5175,445.0,False,16A,Boeing737-0003
6383,328,9422,Passageiro 1289,372.59,False,9E,EmbraerE195-0008
6384,518,3451,Passageiro 5468,682.08,True,2D,AirbusA320-0007
6385,666,4235,Passageiro 9488,92.76,False,17F,EmbraerE195-0002
6386,812,7866,Passageiro 3409,781.26,True,1B,Boeing737-0000
6387,269,9032,Passageiro 8391,214.27,True,3D,AirbusA320-0007
6388,1056,4523,Passageiro 3254,211.86,False,16B,AirbusA320-0010
6389,697,3117,Passageiro 4801,172.88,True,2D,Boeing737-0000
6390,953,6591,Passageiro 4017,314.56,False,25E,AirbusA320-0001
6391,536,6564,Passageiro 5956,368.56,False,6D,EmbraerE195-0005
6392,361,9982,Passageiro 5374,467.83,False,8F,AirbusA320-0010
6393,967,9087,Passageiro 7921,480.46,False,20A,Boeing737-0009
6394,544,7725,Passageiro 7530,377.84,False,5B,EmbraerE195-0005
6395,1026,2001,Passageiro 1280,148.98,False,22A,AirbusA320-0001
6396,278,6377,Passageiro 9401,71.05,False,28F,AirbusA320-0007
6397,1001,4138,Passageiro 4326,127.49,False,17B,EmbraerE195-0005
6398,875,785,Passageiro 9314,595.02,True,1F,Boeing737-0006
6399,649,8216,Passageiro 8687,305.5,False,6A,EmbraerE195-0002
6400,472,4051,Passageiro 4667,231.09,False,23B,EmbraerE195-0005
6401,195,6519,Passageiro 5881,461.59,True,3E,EmbraerE195-0005
6402,116,4745,Passageiro 9666,140.78,False,18B,EmbraerE195-0002
6403,667,1825,Passageiro 4597,339.95,False,23A,Boeing737-0009
6404,994,4891,Passageiro 9544,528.91,True,2D,Boeing737-0003
6405,837,970,Passageiro 1377,366.45,False,21B,Boeing737-0009
6406,934,8195,Passageiro 5335,499.78,True,3A,AirbusA320-0001
6407,975,43,Passageiro 7912,216.39,False,27D,Boeing737-0009
6408,94,5053,Passageiro 3343,375.13,True,1C,AirbusA320-0007
6409,492,7774,Passageiro 5883,297.8,False,22C,Boeing737-0000
6410,798,7809,Passageiro 7691,310.03,True,1D,EmbraerE195-0005
6411,991,4799,Passageiro 9283,292.78,False,18B,AirbusA320-0001
6412,316,8917,Passageiro 7188,262.06,False,20E,AirbusA320-0004
6413,846,4944,Passageiro 1568,470.09,False,21B,AirbusA320-0004
6414,649,1952,Passageiro 6452,259.76,True,2B,EmbraerE195-0002
6415,755,4437,Passageiro 4654,495.82,False,24F,AirbusA320-0007
6416,120,1251,Passageiro 1766,234.38,False,9B,EmbraerE195-0005
6417,882,1008,Passageiro 9948,872.75,True,1A,Boeing737-0009
6418,936,7399,Passageiro 4224,136.6,False,18D,EmbraerE195-0008
6419,887,9244,Passageiro 1120,637.47,True,2C,Boeing737-0003
6420,498,836,Passageiro 5534,334.94,False,24F,AirbusA320-0004
6421,876,5943,Passageiro 5800,352.33,False,15F,EmbraerE195-0002
6422,694,6155,Passageiro 8385,96.17,False,10A,AirbusA320-0007
6423,921,5127,Passageiro 8561,923.58,True,1A,Boeing737-0009
6424,259,8711,Passageiro 4100,469.92,False,17B,AirbusA320-0010
6425,1025,3822,Passageiro 4562,107.34,True,2B,Boeing737-0006
6426,1049,2116,Passageiro 4394,440.18,True,3B,AirbusA320-0007
6427,860,8549,Passageiro 8413,528.91,True,2E,EmbraerE195-0002
6428,574,5596,Passageiro 8534,918.05,True,1E,EmbraerE195-0011
6429,947,7421,Passageiro 5573,332.23,False,6E,AirbusA320-0004
6430,1025,3954,Passageiro 1287,462.0,True,2C,Boeing737-0006
6431,810,8288,Passageiro 4437,108.41,False,8F,AirbusA320-0010
6432,1031,6383,Passageiro 4061,480.85,False,27E,EmbraerE195-0005
6433,820,6257,Passageiro 9766,79.37,False,6C,AirbusA320-0010
6434,426,4212,Passageiro 2196,126.84,False,7F,EmbraerE195-0002
6435,218,1955,Passageiro 6369,104.88,False,5D,Boeing737-0000
6436,627,4407,Passageiro 2239,59.98,False,25C,Boeing737-0006
6437,772,719,Passageiro 7246,276.37,False,14C,AirbusA320-0001
6438,600,7391,Passageiro 5705,475.79,False,24C,Boeing737-0006
6439,831,6720,Passageiro 1319,105.12,False,5C,EmbraerE195-0011
6440,610,6684,Passageiro 2751,864.84,True,2F,Boeing737-0009
6441,482,730,Passageiro 7937,493.66,False,18C,AirbusA320-0007
6442,1022,6492,Passageiro 1680,325.69,False,13F,AirbusA320-0007
6443,579,2715,Passageiro 2851,218.05,False,21D,AirbusA320-0007
6444,133,9008,Passageiro 5012,73.88,False,29C,Boeing737-0000
6445,311,8893,Passageiro 1352,405.42,True,1E,EmbraerE195-0005
6446,618,2736,Passageiro 3569,245.17,False,4E,Boeing737-0009
6447,438,5909,Passageiro 8123,171.42,True,1F,Boeing737-0003
6448,136,654,Passageiro 7248,296.28,False,14B,Boeing737-0009
6449,925,2816,Passageiro 8851,198.51,False,23F,EmbraerE195-0005
6450,573,9294,Passageiro 8665,79.15,False,27E,Boeing737-0003
6451,765,8532,Passageiro 6395,129.48,False,18B,AirbusA320-0007
6452,452,1380,Passageiro 8621,491.83,False,18A,EmbraerE195-0005
6453,731,4828,Passageiro 5245,387.26,False,19D,EmbraerE195-0011
6454,303,6844,Passageiro 1355,477.81,False,5F,AirbusA320-0007
6455,760,3496,Passageiro 2310,321.91,False,18E,EmbraerE195-0005
6456,559,3857,Passageiro 5011,456.01,True,3F,EmbraerE195-0005
6457,464,598,Passageiro 9022,393.75,False,14A,EmbraerE195-0002
6458,406,4589,Passageiro 3365,374.19,False,8C,EmbraerE195-0002
6459,891,9866,Passageiro 7356,607.38,True,2E,Boeing737-0000
6460,530,5373,Passageiro 2645,97.97,False,17B,EmbraerE195-0008
6461,658,326,Passageiro 6524,484.72,False,28E,AirbusA320-0007
6462,491,4523,Passageiro 2282,275.81,False,14A,AirbusA320-0007
6463,645,6057,Passageiro 5591,181.1,False,24A,EmbraerE195-0011
6464,1057,2604,Passageiro 3291,365.85,False,11E,AirbusA320-0007
6465,946,5442,Passageiro 7260,405.36,False,8A,EmbraerE195-0008
6466,942,4125,Passageiro 5677,479.19,False,25D,Boeing737-0006
6467,1020,1765,Passageiro 2567,133.2,False,19A,AirbusA320-0001
6468,672,4589,Passageiro 9544,397.72,False,17C,EmbraerE195-0002
6469,642,6143,Passageiro 4253,78.92,False,18F,EmbraerE195-0005
6470,830,1363,Passageiro 7564,471.72,True,3A,Boeing737-0000
6471,709,5854,Passageiro 7477,480.93,False,9D,AirbusA320-0004
6472,380,6473,Passageiro 7929,247.14,True,2A,AirbusA320-0001
6473,196,3904,Passageiro 4872,319.56,False,8E,EmbraerE195-0005
6474,698,9151,Passageiro 1255,58.32,False,23D,Boeing737-0006
6475,642,3049,Passageiro 1657,236.4,False,7D,EmbraerE195-0005
6476,927,4795,Passageiro 4799,381.87,False,25B,AirbusA320-0007
6477,422,4872,Passageiro 5300,101.42,False,5F,Boeing737-0000
6478,866,822,Passageiro 4549,439.89,False,5F,EmbraerE195-0005
6479,622,9623,Passageiro 8783,294.11,False,25D,Boeing737-0009
6480,919,582,Passageiro 4739,473.0,False,16A,EmbraerE195-0005
6481,568,4339,Passageiro 7729,268.69,False,21F,Boeing737-0006
6482,660,472,Passageiro 2624,982.98,True,2A,AirbusA320-0001
6483,310,6319,Passageiro 7200,124.68,False,26C,Boeing737-0009
6484,287,5835,Passageiro 5452,494.58,False,14B,EmbraerE195-0008
6485,475,1213,Passageiro 6519,292.91,True,2F,AirbusA320-0010
6486,819,8683,Passageiro 7547,355.31,False,24C,AirbusA320-0001
6487,556,496,Passageiro 9419,300.24,False,28E,AirbusA320-0004
6488,456,4185,Passageiro 1280,229.17,False,16F,AirbusA320-0004
6489,746,6902,Passageiro 1536,467.48,False,18C,AirbusA320-0010
6490,308,6180,Passageiro 6991,391.44,True,3B,Boeing737-0006
6491,220,3672,Passageiro 7160,257.12,False,11D,Boeing737-0003
6492,986,874,Passageiro 6824,161.78,False,13D,EmbraerE195-0011
6493,232,5910,Passageiro 1797,201.15,False,5A,AirbusA320-0007
6494,966,9723,Passageiro 7419,193.1,False,10B,AirbusA320-0010
6495,712,3851,Passageiro 9133,106.47,False,19A,AirbusA320-0004
6496,551,6270,Passageiro 3830,196.61,False,18F,EmbraerE195-0008
6497,354,7027,Passageiro 7633,484.11,False,15F,AirbusA320-0010
6498,699,1863,Passageiro 5257,135.59,False,12F,EmbraerE195-0011
6499,391,7441,Passageiro 3571,325.19,False,20E,AirbusA320-0007
6500,658,4566,Passageiro 7212,392.77,False,16E,AirbusA320-0007
6501,863,5336,Passageiro 2392,182.77,False,5C,AirbusA320-0004
6502,506,6896,Passageiro 9619,79.33,False,25A,AirbusA320-0010
6503,76,3249,Passageiro 7466,141.52,False,20B,Boeing737-0006
6504,632,9482,Passageiro 2187,490.51,False,16C,EmbraerE195-0005
6505,527,1312,Passageiro 8732,137.3,False,17F,AirbusA320-0010
6506,626,3665,Passageiro 3748,480.21,True,2F,Boeing737-0006
6507,402,3872,Passageiro 9405,207.33,False,11A,EmbraerE195-0002
6508,174,2856,Passageiro 8067,433.16,False,20B,AirbusA320-0007
6509,992,4952,Passageiro 8727,68.55,False,19C,EmbraerE195-0002
6510,592,857,Passageiro 3521,205.23,False,7B,EmbraerE195-0002
6511,787,3227,Passageiro 3870,175.39,False,27A,EmbraerE195-0011
6512,282,7086,Passageiro 6679,383.62,False,15E,Boeing737-0000
6513,335,758,Passageiro 1886,380.35,False,5E,EmbraerE195-0002
6514,1019,6215,Passageiro 2991,136.32,False,20A,Boeing737-0006
6515,287,4948,Passageiro 9377,375.04,False,28B,EmbraerE195-0008
6516,1006,9078,Passageiro 5893,470.97,False,15A,AirbusA320-0001
6517,958,2573,Passageiro 6591,137.41,False,15F,AirbusA320-0001
6518,148,7494,Passageiro 6919,230.23,True,1E,AirbusA320-0010
6519,551,7270,Passageiro 9136,317.43,False,19B,EmbraerE195-0008
6520,991,9387,Passageiro 8495,170.21,False,7E,AirbusA320-0001
6521,648,6101,Passageiro 3066,54.15,False,11B,EmbraerE195-0008
6522,651,5304,Passageiro 9739,410.77,False,10A,EmbraerE195-0005
6523,823,9794,Passageiro 6168,202.6,False,17F,AirbusA320-0010
6524,329,6568,Passageiro 7118,470.9,False,21C,AirbusA320-0001
6525,542,3984,Passageiro 8671,869.71,True,2A,EmbraerE195-0005
6526,730,5781,Passageiro 9207,342.27,False,4F,AirbusA320-0007
6527,264,411,Passageiro 6548,125.05,False,19E,AirbusA320-0007
6528,1059,9281,Passageiro 3865,517.29,True,3C,EmbraerE195-0002
6529,589,2059,Passageiro 9448,68.5,False,25E,AirbusA320-0010
6530,388,8484,Passageiro 5243,172.92,False,7B,EmbraerE195-0002
6531,766,8208,Passageiro 3331,410.51,False,19E,AirbusA320-0010
6532,345,5262,Passageiro 3266,446.36,False,23F,AirbusA320-0010
6533,879,703,Passageiro 9915,309.88,True,2E,AirbusA320-0004
6534,483,7072,Passageiro 4375,273.33,False,17C,AirbusA320-0004
6535,853,732,Passageiro 1530,76.57,False,13B,EmbraerE195-0005
6536,955,2578,Passageiro 3362,439.6,False,12E,Boeing737-0006
6537,854,4211,Passageiro 9355,318.15,False,6A,EmbraerE195-0011
6538,802,9176,Passageiro 6225,314.24,False,26C,EmbraerE195-0002
6539,265,9129,Passageiro 6113,334.27,False,22E,EmbraerE195-0002
6540,566,9575,Passageiro 4691,110.55,False,5F,AirbusA320-0004
6541,979,2561,Passageiro 7794,178.02,True,1D,Boeing737-0009
6542,216,2577,Passageiro 3979,448.74,False,24B,EmbraerE195-0011
6543,779,8267,Passageiro 4684,432.32,False,8E,AirbusA320-0010
6544,303,3548,Passageiro 3969,373.69,False,8D,AirbusA320-0007
6545,421,4041,Passageiro 7301,285.45,False,13F,EmbraerE195-0008
6546,1013,2219,Passageiro 5161,385.56,True,3C,EmbraerE195-0002
6547,328,8352,Passageiro 4784,157.91,False,25B,EmbraerE195-0008
6548,1023,6239,Passageiro 5436,383.44,False,25B,AirbusA320-0004
6549,132,2047,Passageiro 5504,307.01,False,20C,AirbusA320-0010
6550,954,8870,Passageiro 3071,138.21,False,7D,EmbraerE195-0008
6551,1000,9787,Passageiro 2025,473.58,False,18C,EmbraerE195-0002
6552,96,1677,Passageiro 6648,185.64,False,29E,EmbraerE195-0008
6553,410,8941,Passageiro 2736,143.48,False,23D,EmbraerE195-0008
6554,555,6310,Passageiro 2150,496.03,False,10D,EmbraerE195-0002
6555,538,6312,Passageiro 3086,330.49,False,24C,AirbusA320-0010
6556,483,9578,Passageiro 9956,400.08,False,19D,AirbusA320-0004
6557,722,4647,Passageiro 7653,169.84,False,26E,AirbusA320-0001
6558,854,489,Passageiro 4893,298.04,True,3D,EmbraerE195-0011
6559,833,4119,Passageiro 1395,219.14,False,9E,Boeing737-0000
6560,210,8141,Passageiro 9855,396.29,True,1F,AirbusA320-0001
6561,345,896,Passageiro 1901,254.53,False,4F,AirbusA320-0010
6562,879,9454,Passageiro 6423,220.15,False,12C,AirbusA320-0004
6563,998,9367,Passageiro 3655,424.42,False,28D,EmbraerE195-0002
6564,1020,722,Passageiro 3913,401.07,False,25C,AirbusA320-0001
6565,261,5740,Passageiro 7934,205.42,False,11F,Boeing737-0009
6566,934,5436,Passageiro 8472,347.35,False,13F,AirbusA320-0001
6567,428,4151,Passageiro 7095,405.6,False,17E,Boeing737-0006
6568,824,6241,Passageiro 5465,811.59,True,3B,Boeing737-0000
6569,837,8626,Passageiro 8342,53.89,False,7F,Boeing737-0009
6570,749,1172,Passageiro 3668,173.0,False,22C,AirbusA320-0001
6571,385,75,Passageiro 3674,163.55,False,7E,EmbraerE195-0002
6572,632,6695,Passageiro 4115,478.64,False,5B,EmbraerE195-0005
6573,1000,7084,Passageiro 4010,622.53,True,1B,EmbraerE195-0002
6574,372,2127,Passageiro 7154,84.63,False,22A,EmbraerE195-0002
6575,174,470,Passageiro 2471,276.59,False,22C,AirbusA320-0007
6576,774,9876,Passageiro 2944,119.38,True,3F,AirbusA320-0010
6577,470,6074,Passageiro 3143,401.0,False,14E,EmbraerE195-0005
6578,649,658,Passageiro 1883,392.79,False,10D,EmbraerE195-0002
6579,1037,6952,Passageiro 2817,448.14,False,15B,Boeing737-0009
6580,602,1233,Passageiro 5597,397.79,False,13C,Boeing737-0000
6581,1051,4999,Passageiro 1212,92.68,False,29C,EmbraerE195-0005
6582,608,5171,Passageiro 5950,114.42,False,11B,Boeing737-0000
6583,584,8579,Passageiro 4211,306.81,True,1B,EmbraerE195-0005
6584,671,4376,Passageiro 4162,477.38,False,29A,EmbraerE195-0008
6585,721,6620,Passageiro 9840,319.54,False,14F,EmbraerE195-0011
6586,876,9280,Passageiro 2249,537.88,True,2E,EmbraerE195-0002
6587,800,2725,Passageiro 1326,255.93,False,17D,EmbraerE195-0011
6588,719,1956,Passageiro 1864,478.44,False,28A,AirbusA320-0001
6589,221,193,Passageiro 3144,196.2,False,8D,Boeing737-0000
6590,925,8383,Passageiro 8451,698.22,True,1D,EmbraerE195-0005
6591,235,9601,Passageiro 2094,313.36,False,6A,EmbraerE195-0002
6592,632,2038,Passageiro 1341,434.51,True,2B,EmbraerE195-0005
6593,531,5219,Passageiro 8478,388.25,False,23B,EmbraerE195-0002
6594,574,580,Passageiro 1115,693.31,True,3B,EmbraerE195-0011
6595,360,4,Passageiro 9531,114.88,False,26B,Boeing737-0006
6596,193,2279,Passageiro 7971,227.2,False,18A,AirbusA320-0007
6597,437,8639,Passageiro 9894,280.29,False,4A,AirbusA320-0007
6598,570,4560,Passageiro 2905,379.95,False,23F,Boeing737-0003
6599,899,4132,Passageiro 2559,395.15,False,11F,EmbraerE195-0005
6600,434,8748,Passageiro 1961,362.41,False,21C,EmbraerE195-0002
6601,244,7992,Passageiro 1726,277.13,False,8C,Boeing737-0006
6602,890,6123,Passageiro 2227,445.14,False,5F,EmbraerE195-0002
6603,348,8933,Passageiro 3726,287.76,False,21E,Boeing737-0003
6604,718,857,Passageiro 5498,298.37,False,8B,EmbraerE195-0005
6605,709,457,Passageiro 7516,806.07,True,2E,AirbusA320-0004
6606,671,3829,Passageiro 3406,385.98,False,23D,EmbraerE195-0008
6607,303,5725,Passageiro 1008,135.83,False,19D,AirbusA320-0007
6608,369,7525,Passageiro 2169,71.57,False,22F,AirbusA320-0010
6609,224,7449,Passageiro 4714,268.83,True,1B,AirbusA320-0010
6610,420,1114,Passageiro 2467,327.63,False,11F,AirbusA320-0004
6611,569,5274,Passageiro 7850,155.78,False,17C,EmbraerE195-0005
6612,648,8044,Passageiro 1977,598.4,True,1D,EmbraerE195-0008
6613,239,9810,Passageiro 2969,172.57,False,22F,EmbraerE195-0002
6614,646,8828,Passageiro 6565,104.22,False,29C,Boeing737-0000
6615,344,9176,Passageiro 6992,383.39,False,28D,Boeing737-0003
6616,633,9237,Passageiro 3255,321.21,False,18D,Boeing737-0000
6617,451,2477,Passageiro 4681,202.21,False,16A,Boeing737-0006
6618,997,7128,Passageiro 3578,221.48,False,5F,AirbusA320-0007
6619,811,8534,Passageiro 1514,395.09,True,1C,Boeing737-0000
6620,572,1777,Passageiro 9260,141.43,False,7E,EmbraerE195-0008
6621,837,2059,Passageiro 4253,460.96,False,21F,Boeing737-0009
6622,719,5732,Passageiro 9966,474.37,False,6E,AirbusA320-0001
6623,628,9466,Passageiro 9678,299.25,True,1D,EmbraerE195-0002
6624,226,6078,Passageiro 9402,300.99,False,19F,EmbraerE195-0002
6625,380,4804,Passageiro 2225,321.91,False,28B,AirbusA320-0001
6626,678,9872,Passageiro 9380,412.03,False,24A,EmbraerE195-0002
6627,745,797,Passageiro 5599,412.34,False,6D,Boeing737-0006
6628,792,6491,Passageiro 4335,190.72,False,8C,Boeing737-0003
6629,677,4699,Passageiro 5197,379.34,False,25A,AirbusA320-0001
6630,271,686,Passageiro 7392,120.6,False,9A,Boeing737-0006
6631,967,6112,Passageiro 3778,416.35,False,16D,Boeing737-0009
6632,724,8046,Passageiro 8695,66.82,False,9D,Boeing737-0009
6633,908,995,Passageiro 6156,353.65,False,10F,AirbusA320-0001
6634,514,2290,Passageiro 8180,312.32,False,23E,Boeing737-0006
6635,603,289,Passageiro 7871,210.42,False,14A,Boeing737-0006
6636,427,3141,Passageiro 5290,410.8,True,1A,EmbraerE195-0002
6637,210,8041,Passageiro 2984,132.29,False,12B,AirbusA320-0001
6638,830,5688,Passageiro 8681,332.24,False,16E,Boeing737-0000
6639,309,4029,Passageiro 8709,484.65,False,20C,EmbraerE195-0008
6640,1060,4079,Passageiro 2068,393.64,False,9C,AirbusA320-0001
6641,671,396,Passageiro 6408,319.93,False,19B,EmbraerE195-0008
6642,260,5491,Passageiro 5089,443.63,False,13D,Boeing737-0006
6643,190,6718,Passageiro 3279,239.47,True,2F,Boeing737-0003
6644,931,7428,Passageiro 7204,322.01,False,7D,EmbraerE195-0008
6645,776,4079,Passageiro 5149,262.72,False,20C,EmbraerE195-0011
6646,407,6026,Passageiro 4581,404.56,False,13A,AirbusA320-0004
6647,803,2595,Passageiro 7662,134.63,False,5A,EmbraerE195-0011
6648,300,5433,Passageiro 5128,440.05,False,12C,Boeing737-0009
6649,221,7095,Passageiro 2616,321.2,False,18B,Boeing737-0000
6650,178,3534,Passageiro 4328,478.86,False,17D,EmbraerE195-0008
6651,821,7997,Passageiro 3317,224.81,False,13F,Boeing737-0000
6652,678,8781,Passageiro 6496,460.06,False,19D,EmbraerE195-0002
6653,148,4974,Passageiro 6741,205.93,False,28E,AirbusA320-0010
6654,428,5071,Passageiro 8912,315.11,False,23F,Boeing737-0006
6655,288,5104,Passageiro 8383,282.24,False,18B,EmbraerE195-0008
6656,753,612,Passageiro 2776,370.24,False,24F,EmbraerE195-0008
6657,1057,2525,Passageiro 4894,431.84,False,26C,AirbusA320-0007
6658,662,2075,Passageiro 1701,283.17,False,6A,AirbusA320-0004
6659,141,9991,Passageiro 2779,389.91,False,11D,Boeing737-0006
6660,180,3750,Passageiro 2532,597.68,True,1E,AirbusA320-0007
6661,282,4060,Passageiro 4625,268.61,False,22C,Boeing737-0000
6662,302,2708,Passageiro 4773,978.81,True,3E,EmbraerE195-0011
6663,524,8638,Passageiro 1818,268.43,False,25E,EmbraerE195-0002
6664,981,368,Passageiro 7198,245.64,False,17C,EmbraerE195-0002
6665,534,5305,Passageiro 3261,108.29,False,23B,Boeing737-0009
6666,227,5008,Passageiro 5237,474.24,False,5C,AirbusA320-0010
6667,465,7948,Passageiro 6419,61.12,False,6B,AirbusA320-0010
6668,425,745,Passageiro 9639,155.15,False,21C,Boeing737-0003
6669,214,5773,Passageiro 8481,161.94,False,5D,AirbusA320-0007
6670,747,1662,Passageiro 2080,566.54,True,1A,AirbusA320-0010
6671,951,795,Passageiro 8974,347.84,False,13B,AirbusA320-0007
6672,795,8568,Passageiro 3263,404.36,False,28D,AirbusA320-0004
6673,718,9800,Passageiro 5789,377.58,False,28E,EmbraerE195-0005
6674,912,5529,Passageiro 2333,482.46,False,15D,AirbusA320-0004
6675,522,6850,Passageiro 7420,793.65,True,1B,AirbusA320-0004
6676,471,4165,Passageiro 6215,348.77,True,1C,AirbusA320-0010
6677,284,2509,Passageiro 4720,341.74,True,3C,AirbusA320-0007
6678,990,7548,Passageiro 8897,257.97,False,11A,EmbraerE195-0002
6679,703,9022,Passageiro 3401,400.65,False,16E,AirbusA320-0010
6680,143,3,Passageiro 2785,83.16,False,19D,EmbraerE195-0011
6681,311,9726,Passageiro 4029,73.53,False,6F,EmbraerE195-0005
6682,553,5494,Passageiro 2607,416.04,False,17E,AirbusA320-0001
6683,546,7861,Passageiro 4095,261.8,False,19B,Boeing737-0009
6684,351,5885,Passageiro 9790,359.75,True,2F,Boeing737-0009
6685,845,3039,Passageiro 5838,189.64,False,10C,Boeing737-0006
6686,556,8205,Passageiro 9505,115.62,False,21D,AirbusA320-0004
6687,930,7374,Passageiro 8983,349.57,False,4E,AirbusA320-0001
6688,932,3935,Passageiro 6749,272.7,True,1B,AirbusA320-0001
6689,357,527,Passageiro 2876,483.21,False,6F,AirbusA320-0001
6690,874,5645,Passageiro 4950,698.09,True,2F,EmbraerE195-0008
6691,272,5773,Passageiro 9500,430.43,False,9E,AirbusA320-0010
6692,219,8348,Passageiro 8540,289.23,False,15C,EmbraerE195-0005
6693,558,8674,Passageiro 1489,397.23,False,10F,Boeing737-0003
6694,496,5314,Passageiro 5355,225.39,False,14A,AirbusA320-0010
6695,884,5310,Passageiro 8798,336.92,False,25B,EmbraerE195-0002
6696,407,7029,Passageiro 6101,54.31,False,23E,AirbusA320-0004
6697,718,5208,Passageiro 1193,433.81,False,19D,EmbraerE195-0005
6698,131,7303,Passageiro 2535,407.21,False,27C,EmbraerE195-0011
6699,453,8346,Passageiro 9333,369.19,False,21D,Boeing737-0003
6700,991,8084,Passageiro 7719,364.7,False,10C,AirbusA320-0001
6701,1007,114,Passageiro 9108,176.68,False,5C,AirbusA320-0001
6702,1040,6229,Passageiro 7797,341.68,False,22D,Boeing737-0006
6703,143,2160,Passageiro 6588,56.6,False,26A,EmbraerE195-0011
6704,150,8051,Passageiro 2887,127.26,False,19E,AirbusA320-0007
6705,721,3056,Passageiro 9750,411.21,False,13B,EmbraerE195-0011
6706,948,8986,Passageiro 3685,249.67,False,8E,Boeing737-0003
6707,491,5364,Passageiro 7373,54.03,False,8B,AirbusA320-0007
6708,858,1613,Passageiro 1915,231.05,False,5D,EmbraerE195-0011
6709,954,5401,Passageiro 9496,85.06,False,20D,EmbraerE195-0008
6710,439,6560,Passageiro 7866,77.61,False,4F,EmbraerE195-0008
6711,681,9632,Passageiro 7034,205.96,False,8E,Boeing737-0003
